1;4.2577
2;4.254
3;4.2446
4;4.2283
5;4.2027
6;4.2156
7;4.2174
8;4.2133
9;4.2122
10;4.1977
11;4.1778
12;4.1657
13;4.1655
14;4.1619
15;4.1632
16;4.1852
17;4.1795
18;4.1893
19;4.1908
20;4.1745
21;4.1556
22;4.155
23;4.1426
24;4.1253
25;4.1073
26;4.095
27;4.0781
28;4.0767
29;4.0645
30;4.0575
31;4.0648
32;4.0735
33;4.0816
34;4.0815
35;4.0853
36;4.1094
37;4.116
38;4.0981
39;4.0843
40;4.0728
41;4.0717
42;4.0731
43;4.0676
44;4.0691
45;4.077
46;4.0807
47;4.1037
48;4.0871
49;4.0782
50;4.0762
51;4.0712
52;4.0628
53;4.0601
54;4.0743
55;4.061
56;4.0582
57;4.0158
58;3.9936
59;3.9753
60;3.9879
61;4.014
62;4.018
63;4.0236
64;4.0227
65;3.9915
66;4.0048
67;4.0095
68;3.9984
69;3.9972
70;3.9836
71;3.9646
72;3.9536
73;3.938
74;3.9219
75;3.8972
76;3.9125
77;3.9154
78;3.9315
79;3.9021
80;3.9006
81;3.9105
82;3.9621
83;3.9621
84;4.002
85;4.0121
86;4.0561
87;4.0998
88;4.0832
89;4.109
90;4.0847
91;4.1019
92;4.1163
93;4.1421
94;4.1171
95;4.0958
96;4.0859
97;4.1048
98;4.117
99;4.125
100;4.1124
101;4.1104
102;4.0946
103;4.0827
104;4.0861
105;4.1102
106;4.1301
107;4.1683
108;4.1895
109;4.1632
110;4.1609
111;4.1704
112;4.1818
113;4.1892
114;4.2018
115;4.2334
116;4.245
117;4.2405
118;4.2214
119;4.1926
120;4.1571
121;4.1336
122;4.1187
123;4.147
124;4.158
125;4.1422
126;4.1539
127;4.1947
128;4.1966
129;4.1888
130;4.1659
131;4.1629
132;4.1663
133;4.1694
134;4.1713
135;4.1706
136;4.1577
137;4.144
138;4.1213
139;4.1438
140;4.1258
141;4.1147
142;4.098
143;4.0716
144;4.0618
145;4.0676
146;4.0395
147;4.0409
148;4.0498
149;4.0394
150;4.0534
151;4.0591
152;4.0687
153;4.0657
154;4.0515
155;4.0264
156;4.0315
157;4.046
158;4.0555
159;4.0561
160;4.0488
161;4.0336
162;4.0251
163;4.0389
164;4.0569
165;4.0953
166;4.0833
167;4.085
168;4.0997
169;4.1388
170;4.139
171;4.1359
172;4.1187
173;4.118
174;4.133
175;4.1261
176;4.1145
177;4.1086
178;4.1177
179;4.1074
180;4.0949
181;4.0789
182;4.0658
183;4.0581
184;4.0734
185;4.0758
186;4.0779
187;4.0668
188;4.0476
189;4.0395
190;4.04
191;4.0416
192;4.054
193;4.0321
194;4.0351
195;4.0264
196;4.0361
197;4.0292
198;4.0335
199;4.0261
200;4.0426
201;4.0556
202;4.0625
203;4.0514
204;4.042
205;4.0032
206;3.9853
207;3.9564
208;3.9403
209;3.9362
210;3.9384
211;3.9383
212;3.9434
213;3.9467
214;3.9349
215;3.9148
216;3.8995
217;3.8925
218;3.8889
219;3.9018
220;3.9169
221;3.915
222;3.9116
223;3.9097
224;3.9103
225;3.9114
226;3.9247
227;3.9283
228;3.9392
229;3.9297
230;3.9492
231;3.9385
232;3.9076
233;3.8912
234;3.8954
235;3.9195
236;3.9386
237;3.917
238;3.9025
239;3.9107
240;3.9095
241;3.9037
242;3.917
243;3.9326
244;3.9602
245;4.0005
246;4.0009
247;3.9911
248;3.9867
249;3.9791
250;3.9703
251;3.9908
252;4.0275
253;4.0106
254;4.006
255;4.0281
256;4.0313
257;4.0107
258;4.0062
259;3.9952
260;3.9851
261;3.9822
262;3.986
263;3.985
264;3.962
265;3.942
266;3.9301
267;3.9057
268;3.9102
269;3.9183
270;3.9194
271;3.8993
272;3.8828
273;3.8536
274;3.8502
275;3.8648
276;3.8691
277;3.8563
278;3.8484
279;3.8517
280;3.8553
281;3.8761
282;3.8725
283;3.8556
284;3.8453
285;3.8483
286;3.8514
287;3.8435
288;3.8533
289;3.8686
290;3.8715
291;3.8772
292;3.8635
293;3.8504
294;3.823
295;3.8224
296;3.786
297;3.7949
298;3.7914
299;3.7935
300;3.8172
301;3.8259
302;3.8384
303;3.8635
304;3.8578
305;3.8522
306;3.8558
307;3.8537
308;3.8302
309;3.838
310;3.8389
311;3.833
312;3.8458
313;3.8361
314;3.8302
315;3.8432
316;3.832
317;3.8291
318;3.8362
319;3.8271
320;3.8009
321;3.8051
322;3.8056
323;3.7924
324;3.7822
325;3.7821
326;3.7804
327;3.7889
328;3.8172
329;3.8118
330;3.8027
331;3.7898
332;3.7977
333;3.7909
334;3.7903
335;3.8087
336;3.827
337;3.8567
338;3.8911
339;3.8911
340;3.9097
341;3.9351
342;3.9373
343;3.9092
344;3.9065
345;3.8647
346;3.8842
347;3.9028
348;3.9186
349;3.8999
350;3.9164
351;3.9147
352;3.9398
353;3.9611
354;3.9465
355;3.9486
356;3.9348
357;3.9479
358;3.9735
359;3.9802
360;3.9726
361;3.9828
362;3.9537
363;3.9389
364;3.9521
365;3.9414
366;3.9157
367;3.9101
368;3.8991
369;3.8766
370;3.8802
371;3.8944
372;3.8878
373;3.8871
374;3.8747
375;3.84
376;3.8326
377;3.83
378;3.8386
379;3.852
380;3.8521
381;3.8405
382;3.8762
383;3.9272
384;3.9252
385;3.9071
386;3.9615
387;3.956
388;3.9637
389;3.9587
390;3.9662
391;3.9603
392;3.9497
393;3.9346
394;3.9419
395;3.9435
396;3.9475
397;3.9359
398;3.956
399;3.9654
400;3.9638
401;3.9695
402;3.9715
403;3.9871
404;4.0268
405;4.0267
406;4.0366
407;4.0534
408;4.0629
409;4.0679
410;4.0908
411;4.0957
412;4.1054
413;4.0941
414;4.074
415;4.074
416;4.081
417;4.0628
418;4.05
419;4.0287
420;4.0277
421;4.0396
422;4.0363
423;4.05
424;4.0383
425;4.0447
426;4.0469
427;4.0461
428;4.0439
429;4.0372
430;4.0277
431;3.9769
432;3.967
433;3.9571
434;3.9289
435;3.9309
436;3.9379
437;3.9381
438;3.9461
439;3.9432
440;3.9426
441;3.9372
442;3.9249
443;3.8948
444;3.8858
445;3.8809
446;3.8834
447;3.8805
448;3.888
449;3.8944
450;3.8962
451;3.8872
452;3.8965
453;3.9092
454;3.9113
455;3.9149
456;3.9369
457;3.9371
458;3.9425
459;3.9571
460;3.9656
461;3.9522
462;3.971
463;3.9787
464;3.9696
465;3.9662
466;3.9812
467;3.9832
468;3.988
469;3.9893
470;3.9776
471;3.9717
472;3.9636
473;3.9443
474;3.9609
475;3.9602
476;3.9558
477;3.9792
478;3.9813
479;3.9691
480;3.9835
481;3.9865
482;3.9801
483;3.9738
484;3.9588
485;3.951
486;3.9474
487;3.9413
488;3.9338
489;3.9242
490;3.9209
491;3.9222
492;3.9032
493;3.8951
494;3.9042
495;3.9085
496;3.8984
497;3.885
498;3.8848
499;3.8874
500;3.894
